Video ID number,Main entry gloss label,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file
5711,MANAGE/CONTROL,X,X,X,X,ASL_2008_08_13_session2_scene12-camera1.mov
5712,MANAGE/CONTROL,X,X,X,X,ASL_2011_06_08_Brady_scene34-camera1.mov
5713,MANAGE/CONTROL,X,X,X,X,ASL_2011_06_14_Brady_scene54-camera1.mov
5714,MANAGE/CONTROL,X,X,X,X,ASL_2008_06_10_scene9-camera1.mov
40418,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2008_01_18_scene17-camera1.mov
40419,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2008_06_10_scene9-camera1.mov
40420,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2008_08_06_scene16-camera1.mov
40421,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene4-camera1.mov
40422,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2008_02_01_scene57-camera1.mov
40423,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2008_08_13_session2_scene12-camera1.mov
40424,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene5-camera1.mov
40425,MANAGE/CONTROL+AGENT,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene54-camera1.mov
4803,MANY,S,S,5,5,ASL_2008_02_01_scene57-camera1.mov
207849,MANY,S,S,5,5,ASL_2008_06_10_scene9-camera1.mov
207850,MANY,S,S,5,5,ASL_2011_06_14_Brady_scene54-camera1.mov
207851,MANY,S,S,5,5,ASL_2006_01_20_scene22-camera1.mov
5718,MARCHING,4,4,4,4,ASL_2008_02_01_scene57-camera1.mov
5719,MARCHING,5,5,5,5,ASL_2011_06_14_Brady_scene54-camera1.mov
5720,MARCHING,4,4,4,4,ASL_2008_06_10_scene9-camera1.mov
5721,MARCHING,5,4,4,4,ASL_2008_08_13_session2_scene12-camera1.mov
5722,MARIJUANA,F,,F,,ASL_2008_06_10_scene9-camera1.mov
5723,MARIJUANA,F,,F,,ASL_2011_06_14_Brady_scene54-camera1.mov
5724,MARIJUANA,F,,F,,ASL_2008_02_01_scene58-camera1.mov
5725,MARIJUANA,F,,F,,ASL_2008_08_13_session2_scene12-camera1.mov
5726,MARIONETTE,open-F,open-F,F,F,ASL_2008_02_15_scene52-camera1.mov
5727,MARIONETTE,open-F,open-F,F,F,ASL_2011_07_19_Brady_scene47-camera1.mov
5728,MARIONETTE,F,F,F,F,ASL_2011_07_22_Brady_scene50-camera1.mov
5729,MARRY,crvd-5,crvd-B,crvd-B,crvd-B,ASL_2008_02_01_scene58-camera1.mov
5730,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_02_01_scene58-camera1.mov
5731,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_06_10_scene10-camera1.mov
5732,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_06_10_scene10-camera1.mov
5733,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_13_session2_scene13-camera1.mov
5734,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_13_session2_scene13-camera1.mov
5735,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov
5736,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov
5737,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2006_10_10_scene16-camera1.mov
5738,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2007_05_24_scene19-camera1.mov
5739,MASK,crvd-B,,crvd-B,,ASL_2008_06_10_scene10-camera1.mov
5740,MATCH,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_18_scene43-camera1.mov
5741,MATCH,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_01_scene58-camera1.mov
5742,MATCH,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_06_10_scene10-camera1.mov
5743,MATCH,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene43-camera1.mov
5744,MATCH,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_13_session2_scene13-camera1.mov
5745,MATCH,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene19-camera1.mov
5746,MATCH,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene54-camera1.mov
561,MATERIAL,bent-M,B-L,bent-M,B-L,ASL_2008_02_01_scene58-camera1.mov
562,MATERIAL,bent-M,B-L,bent-M,B-L,ASL_2011_06_14_Brady_scene54-camera1.mov
5747,MATERIAL,crvd-flat-B,B-L,crvd-flat-B,B-L,ASL_2008_06_10_scene10-camera1.mov
5748,MATERIAL,crvd-flat-B,flat-B,crvd-flat-B,flat-B,ASL_2008_08_13_session2_scene13-camera1.mov
5749,MATH,bent-M,bent-M,bent-M,bent-M,ASL_2008_02_15_scene1-camera1.mov
5750,MATH,alt-M,alt-M,alt-M,alt-M,ASL_2011_06_14_Brady_scene54-camera1.mov
5751,MATH,bent-M,bent-M,bent-M,bent-M,ASL_2007_05_24_scene19-camera1.mov
5752,MAXIMUM,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene5-camera1.mov
5753,MAXIMUM,B-L,B-L,B-L,B-L,ASL_2008_06_10_scene15-camera1.mov
5754,MAYBE,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene1-camera1.mov
5755,MAYBE,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov
5756,MAYBE,B-L,B-L,B-L,B-L,ASL_2006_01_20_scene22-camera1.mov
5757,MAYBE,B-L,B-L,B-L,B-L,ASL_2008_06_10_scene11-camera1.mov
5758,MEASLES,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_02_15_scene1-camera1.mov
5759,MEASLES,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_06_10_scene11-camera1.mov
5760,MEASLES,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene55-camera1.mov
5761,MEAT,F,B-L,F,B-L,ASL_2008_02_15_scene1-camera1.mov
5762,MEAT,F,B-L,F,B-L,ASL_2008_06_10_scene11-camera1.mov
5763,MEAT,F,B-L,F,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov
5764,MEAT,open-8,B-L,open-8,B-L,ASL_2006_10_10_scene17-camera1.mov
5765,MEAT,F,B-L,F,B-L,ASL_2007_05_24_scene19-camera1.mov
5766,MEDICAL-PATIENT,K,,K,,ASL_2008_02_15_scene32-camera1.mov
5767,MEDICAL-PATIENT,K,,K,,ASL_2011_07_19_Brady_scene27-camera1.mov
5768,MEDICINE,25,B-L,25,B-L,ASL_2008_01_18_scene25-camera1.mov
5769,MEDICINE,25,B-L,25,B-L,ASL_2008_02_15_scene1-camera1.mov
5770,MEDICINE,25,B-L,25,B-L,ASL_2008_05_29a_scene5-camera1.mov
5771,MEDICINE,25,B-L,25,B-L,ASL_2008_06_10_scene11-camera1.mov
5772,MEDICINE,25,B-L,25,B-L,ASL_2008_08_06_scene25-camera1.mov
5773,MEDICINE,25,B-L,25,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov
5774,MEDICINE,25,B-L,25,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov
5775,MEDICINE,25,B-L,25,B-L,ASL_2006_10_10_scene18-camera1.mov
5776,MEDICINE,25,B-L,25,B-L,ASL_2007_05_24_scene20-camera1.mov
5777,MEDITATE,8,8,8,8,ASL_2008_02_15_scene2-camera1.mov
5778,MEDITATE,8,8,8,8,ASL_2008_06_10_scene12-camera1.mov
5779,MEDITATE,8,8,8,8,ASL_2011_06_14_Brady_scene55-camera1.mov
750,MEET,1,1,1,1,ASL_2008_05_12a_scene13-camera1.mov
5780,MEET,1,1,1,1,ASL_2008_02_15_scene2-camera1.mov
5781,MEET,1,1,1,1,ASL_2008_06_10_scene12-camera1.mov
5782,MEET,1,1,1,1,ASL_2011_06_14_Brady_scene55-camera1.mov
5783,MEET,1,1,1,1,ASL_2006_10_10_scene18-camera1.mov
5784,MEET,1,1,1,1,ASL_2007_05_24_scene20-camera1.mov
5785,MEETING,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2008_02_15_scene2-camera1.mov
5786,MEETING,fanned-flat-O,fanned-flat-O,flat-O,flat-O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov
5787,MEETING,5,5,fanned-flat-O,fanned-flat-O,ASL_2011_06_14_Brady_scene55-camera1.mov
5788,MEETING,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2006_10_10_scene18-camera1.mov
5789,MEETING,5,5,fanned-flat-O,fanned-flat-O,ASL_2007_05_24_scene20-camera1.mov
5790,MEETING,5,5,fanned-flat-O,fanned-flat-O,ASL_2008_06_10_scene12-camera1.mov
5791,MELON/PUMPKIN,cocked-8,psv,open-8,psv,ASL_2008_02_15_scene52-camera1.mov
5792,MELON/PUMPKIN,7,O,7,O,ASL_2011_07_19_Brady_scene47-camera1.mov
5793,MELT/SOLVE,crvd-sprd-B,crvd-sprd-B,A,A,ASL_2008_01_18_scene10-camera1.mov
5794,MELT/SOLVE,flat-O,flat-O,A,A,ASL_2008_08_06_scene10-camera1.mov
5795,MELT/SOLVE,crvd-sprd-B,crvd-sprd-B,A,A,ASL_2011_06_08_Brady_scene31-camera1.mov
563,MEMBER,full-M,,full-M,,ASL_2008_06_10_scene12-camera1.mov
5796,MEMBER,bent-B,,bent-B,,ASL_2008_01_11_scene56-camera1.mov
5797,MEMBER,bent-B,,bent-B,,ASL_2008_02_15_scene2-camera1.mov
5798,MEMBER,bent-B-xd,,bent-B-xd,,ASL_2008_05_12a_scene34-camera1.mov
5799,MEMBER,bent-B-xd,,bent-B-xd,,ASL_2011_06_08_Brady_scene23-camera1.mov
5800,MEMBER,bent-B,,bent-B,,ASL_2011_06_14_Brady_scene55-camera1.mov
5801,MEMORIZE,5,,S,,ASL_2008_02_15_scene2-camera1.mov
5802,MEMORIZE,5,,S,,ASL_2008_06_10_scene12-camera1.mov
5803,MEMORIZE,5,,S,,ASL_2011_06_14_Brady_scene55-camera1.mov
5804,MENSTRUATE,A,,A,,ASL_2008_02_15_scene2-camera1.mov
5805,MENSTRUATE,A,,A,,ASL_2011_06_14_Brady_scene55-camera1.mov
5806,MENTAL-SCAR,X,,X,,ASL_2008_02_29_scene23-camera1.mov
5807,MENTAL-SCAR,X,,X,,ASL_2011_07_19_Brady_scene73-camera1.mov
5808,MENTALLY-RETARDED,bent-M,,R,,ASL_2008_02_01_scene56-camera1.mov
5809,MENTALLY-RETARDED,bent-M,,R,,ASL_2008_06_10_scene7-camera1.mov
5810,MENTALLY-RETARDED,B,,R,,ASL_2011_07_22_Brady_scene47-camera1.mov
5811,MERGE/MAINSTREAM,5,5,5,5,ASL_2008_01_18_scene45-camera1.mov
5812,MERGE/MAINSTREAM,5,5,5,5,ASL_2008_02_01_scene56-camera1.mov
5813,MERGE/MAINSTREAM,5,5,5,5,ASL_2008_06_10_scene8-camera1.mov
5814,MERGE/MAINSTREAM,5,5,5,5,ASL_2008_08_06_scene45-camera1.mov
5815,MERGE/MAINSTREAM,5,5,5,5,ASL_2008_08_13_session2_scene11-camera1.mov
5816,MERGE/MAINSTREAM,5,5,5,5,ASL_2011_06_14_Brady_scene20-camera1.mov
5817,MERGE/MAINSTREAM,5,5,5,5,ASL_2011_06_14_Brady_scene53-camera1.mov
5818,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_18_scene48-camera1.mov
5819,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_15_scene3-camera1.mov
5820,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_29a_scene28-camera1.mov
5821,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_06_10_scene13-camera1.mov
5822,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene48-camera1.mov
5823,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene22-camera1.mov
5824,MESSED-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene56-camera1.mov
5825,METAL,X,,X,,ASL_2008_02_15_scene3-camera1.mov
5826,METAL,X,,X,,ASL_2008_06_10_scene13-camera1.mov
5827,METAL,X,,X,,ASL_2011_06_14_Brady_scene56-camera1.mov
5828,METAL,X,,X,,ASL_2006_10_10_scene18-camera1.mov
5829,METAL,X,,X,,ASL_2007_05_24_scene20-camera1.mov
5830,METHOD,M,M,M,M,ASL_2008_02_15_scene3-camera1.mov
5831,METHOD,M,M,M,M,ASL_2011_06_14_Brady_scene56-camera1.mov
5832,MICROPHONE,S,,S,,ASL_2008_02_15_scene4-camera1.mov
5833,MICROPHONE,S,,S,,ASL_2008_02_15_scene4-camera1.mov
5834,MICROPHONE,S,,S,,ASL_2008_06_10_scene14-camera1.mov
5835,MICROPHONE,S,,S,,ASL_2011_06_14_Brady_scene56-camera1.mov
5836,MICROPHONE,S,,S,,ASL_2011_06_14_Brady_scene56-camera1.mov
5837,MICROWAVE,S,S,crvd-sprd-B,crvd-sprd-B,ASL_2008_02_15_scene4-camera1.mov
5838,MICROWAVE,S,S,crvd-sprd-B,crvd-sprd-B,ASL_2008_06_10_scene14-camera1.mov
5839,MICROWAVE,S,S,V,V,ASL_2011_06_14_Brady_scene57-camera1.mov
5840,MIDDLE,25,B-L,25,B-L,ASL_2008_01_11_scene67-camera1.mov
5841,MIDDLE,25,B-L,25,B-L,ASL_2008_06_10_scene12-camera1.mov
5842,MIDDLE,25,B-L,25,B-L,ASL_2008_08_04_scene43-camera1.mov
5843,MIDDLE,25,B-L,25,B-L,ASL_2011_06_08_Brady_scene26-camera1.mov
40447,MIDDLE+WEST,25,B-L,W,,ASL_2008_06_10_scene8-camera1.mov
40448,MIDDLE+WEST,25,B-L,W,,ASL_2011_06_14_Brady_scene53-camera1.mov
5844,MIDNIGHT,cocked-U,psv,V,psv,ASL_2008_06_10_scene14-camera1.mov
5845,MIDNIGHT,V,B,V,B,ASL_2011_07_19_Brady_scene2-camera1.mov
5846,MIDNIGHT,alt-N,B,V,B,ASL_2011_06_14_Brady_scene57-camera1.mov
5847,MIDNIGHT,cocked-U,psv,V,psv,ASL_2008_02_15_scene4-camera1.mov
5848,MILITARY,S,S,S,S,ASL_2008_02_29_scene38-camera1.mov
5849,MILITARY,10,10,10,10,ASL_2011_07_19_Brady_scene90-camera1.mov
5850,MILK,S,,S,,ASL_2008_02_15_scene5-camera1.mov
5852,MILK,S,,S,,ASL_2011_07_19_Brady_scene2-camera1.mov
5853,MILK,crvd-sprd-B,,S,,ASL_2006_10_10_scene18-camera1.mov
5854,MILK,S,,S,,ASL_2007_05_24_scene20-camera1.mov
207853,MILK,S,,S,,ASL_2008_06_10_scene14-camera1.mov
5855,MILK-COW,crvd-5,crvd-5,S,S,ASL_2008_02_15_scene5-camera1.mov
5856,MILK-COW,crvd-5,crvd-5,S,S,ASL_2008_06_10_scene15-camera1.mov
5857,MILK-COW,crvd-5,crvd-5,S,S,ASL_2011_07_19_Brady_scene2-camera1.mov
5858,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_02_15_scene5-camera1.mov
5859,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_02_15_scene23-camera1.mov
5860,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2006_10_10_scene19-camera1.mov
5861,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2007_05_24_scene21-camera1.mov
1440,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_01_11_scene42-camera1.mov
1441,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_07_19_Brady_scene2-camera1.mov
1442,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_06_10_scene15-camera1.mov
1443,MILLION/BILLION,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_05_12a_scene27-camera1.mov
40458,MILLION/BILLION_2+AGENT,bent-B-L,B-L,B-L,B-L,ASL_2008_06_10_scene15-camera1.mov
33714,MILLION/BILLION+AGENT,bent-B-L,B-L,B-L,B-L,ASL_2008_02_15_scene5-camera1.mov
33715,MILLION/BILLION+AGENT,bent-B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene2-camera1.mov
5862,MIND,X,,X,,ASL_2008_01_11_scene53-camera1.mov
5863,MIND,X,,X,,ASL_2011_06_08_Brady_scene23-camera1.mov
5864,MIND,X,,X,,ASL_2008_05_12a_scene33-camera1.mov
5865,MIND,X,,X,,ASL_2008_08_04_scene34-camera1.mov
40463,MIND+BLOW-UP,1,,B-L,S,ASL_2011_06_08_Brady_scene22-camera1.mov
40464,MIND+OFF-COURSE,1,,crvd-B,B-L,ASL_2008_01_18_scene44-camera1.mov
40465,MIND+OFF-COURSE,L,,10,B-L,ASL_2008_05_29a_scene24-camera1.mov
40466,MIND+OFF-COURSE,1,,10,B-L,ASL_2008_08_06_scene44-camera1.mov
131,MINOR,1,B,1,B,ASL_2011_07_19_Brady_scene2-camera1.mov
5866,MINOR,B-xd,flat-B,B-xd,flat-B,ASL_2008_02_15_scene5-camera1.mov
586,MINUTE,D,B-L,D,B-L,ASL_2008_02_15_scene6-camera1.mov
587,MINUTE,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene3-camera1.mov
588,MINUTE,1,B-L,1,B-L,ASL_2006_10_10_scene18-camera1.mov
5867,MINUTE,1,1,1,1,ASL_2008_06_10_scene16-camera1.mov
5868,MINUTE,1,1,1,1,ASL_2007_05_24_scene20-camera1.mov
5869,MIRROR,B-L,,B-L,,ASL_2008_02_15_scene6-camera1.mov
5870,MIRROR,B-L,,B-L,,ASL_2008_06_10_scene16-camera1.mov
5871,MISCOMMUNICATE,C,C,C,C,ASL_2008_02_15_scene6-camera1.mov
5872,MISS/ASSUME,crvd-5,,S,,ASL_2008_02_01_scene13-camera1.mov
5873,MISS/ASSUME,crvd-5,,S,,ASL_2008_05_29a_scene43-camera1.mov
5874,MISS/ASSUME,crvd-5,,S,,ASL_2008_06_10_scene16-camera1.mov
5875,MISS/ASSUME,crvd-5,,S,,ASL_2008_08_13_scene11-camera1.mov
5876,MISS/ASSUME,crvd-5,,S,,ASL_2011_06_14_Brady_scene29-camera1.mov
5877,MISS/ASSUME,crvd-5,,S,,ASL_2006_10_10_scene18-camera1.mov
5878,MISS/ASSUME,crvd-5,,S,,ASL_2007_05_24_scene20-camera1.mov
5879,MISTAKE,Y,,Y,,ASL_2008_02_15_scene7-camera1.mov
5880,MISTAKE,Y,,Y,,ASL_2008_05_12a_scene4-camera1.mov
5881,MISTAKE,Y,,Y,,ASL_2008_06_10_scene17-camera1.mov
5882,MISTAKE,Y,,Y,,ASL_2011_07_19_Brady_scene4-camera1.mov
229,MISUNDERSTAND,V,,V,,ASL_2008_02_15_scene7-camera1.mov
230,MISUNDERSTAND,V,,V,,ASL_2008_06_10_scene17-camera1.mov
231,MISUNDERSTAND,V,,V,,ASL_2011_07_19_Brady_scene4-camera1.mov
5886,MISUNDERSTAND,V,V,V,V,ASL_2008_02_15_scene6-camera1.mov
5887,MISUNDERSTAND,V,V,V,V,ASL_2008_02_15_scene7-camera1.mov
5888,MISUNDERSTAND,V,V,V,V,ASL_2008_06_10_scene16-camera1.mov
5889,MISUNDERSTAND,V,V,V,V,ASL_2008_06_10_scene17-camera1.mov
5890,MISUNDERSTAND,V,V,V,V,ASL_2011_07_19_Brady_scene3-camera1.mov
5891,MISUNDERSTAND,V,V,V,V,ASL_2011_07_19_Brady_scene4-camera1.mov
5892,MIX-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_15_scene7-camera1.mov
5893,MIX-UP,5,crvd-5,crvd-5,crvd-5,ASL_2010_08_10_Liz_additional_lexicon_signs_scene25-camera1.mov
5895,MIX-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_06_10_scene17-camera1.mov
5896,MIX-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene21-camera1.mov
207854,MIX-UP,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene4-camera1.mov
564,MODEL,M,B-L,M,B-L,ASL_2011_07_19_Brady_scene4-camera1.mov
5897,MOLD,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_15_scene7-camera1.mov
5898,MOLD,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene4-camera1.mov
5899,MOLD,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_06_10_scene17-camera1.mov
5900,MOLD,crvd-5,crvd-5,5-C,5-C,ASL_2011_07_19_Brady_scene4-camera1.mov
5901,MONDAY,bent-M,,bent-M,,ASL_2008_02_15_scene7-camera1.mov
5902,MONDAY,full-M,,full-M,,ASL_2008_06_10_scene17-camera1.mov
5903,MONDAY,bent-M,,bent-M,,ASL_2011_07_19_Brady_scene4-camera1.mov
5904,MONDAY,M,,M,,ASL_2006_10_10_scene19-camera1.mov
5905,MONDAY,bent-M,,bent-M,,ASL_2007_05_24_scene21-camera1.mov
565,MONEY,bent-M,crvd-flat-B,bent-M,crvd-flat-B,ASL_2008_02_15_scene8-camera1.mov
5906,MONEY,flat-O,B-L,flat-O,B-L,ASL_2006_10_10_scene18-camera1.mov
5907,MONEY,flat-O,B-L,flat-O,B-L,ASL_2007_05_24_scene20-camera1.mov
5908,MONEY,flat-O,B-L,flat-O,B-L,ASL_2008_06_10_scene17-camera1.mov
40475,MONEY+TRADE,flat-O,flat-B,flat-O,flat-O,ASL_2008_03_28_scene22-camera1.mov
40476,MONEY+TRADE,flat-O,B-L,flat-O,flat-O,ASL_2011_07_22_Brady_scene10-camera1.mov
5909,MONKEY,5,5,5-C,5-C,ASL_2008_02_15_scene8-camera1.mov
5910,MONKEY,crvd-5,crvd-5,5-C-L,5-C-L,ASL_2008_06_10_scene18-camera1.mov
5911,MONKEY,5,5,5-C-L,5-C-L,ASL_2011_07_19_Brady_scene4-camera1.mov
5912,MOOCH,tight-C-2,tight-C-2,flat-O_2,flat-O_2,ASL_2007_05_24_scene19-camera1.mov
5913,MOON,crvd-L,,crvd-L,,ASL_2008_02_15_scene9-camera1.mov
5914,MOON,crvd-L,,crvd-L,,ASL_2008_06_10_scene18-camera1.mov
5915,MOON,crvd-L,,crvd-L,,ASL_2011_07_19_Brady_scene5-camera1.mov
5916,MOOSE,5,5,5,5,ASL_2008_05_12b_scene13-camera1.mov
5917,MOOSE,5,5,5,5,ASL_2011_06_08_Brady_scene32-camera1.mov
724,MOP,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_02_15_scene9-camera1.mov
726,MOP,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_06_10_scene18-camera1.mov
727,MOP,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2011_06_08_Brady_scene32-camera1.mov
728,MOP,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2011_07_19_Brady_scene5-camera1.mov
5918,MOP,A,A,A,A,ASL_2008_01_18_scene11-camera1.mov
5919,MOP,S,S,S,S,ASL_2008_05_12b_scene11-camera1.mov
5920,MORE,flat-O,flat-O,flat-O,flat-O,ASL_2008_02_15_scene9-camera1.mov
5921,MORE,flat-O,flat-O,flat-O,flat-O,ASL_2006_10_10_scene18-camera1.mov
5922,MORE,O,O,O,O,ASL_2008_06_10_scene18-camera1.mov
5923,MORE,flat-O,flat-O,flat-O,flat-O,ASL_2011_07_19_Brady_scene5-camera1.mov
5924,MORE,O,O,O,O,ASL_2007_05_24_scene20-camera1.mov
5925,MORE-THAN,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_04_scene4-camera1.mov
5926,MORNING,flat-B,flat-B,flat-B,flat-B,ASL_2008_02_15_scene9-camera1.mov
5927,MORNING,flat-B,flat-B,flat-B,flat-B,ASL_2008_06_10_scene18-camera1.mov
5928,MORNING,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene5-camera1.mov
5929,MORNING,B,B-L,B,B-L,ASL_2006_10_10_scene18-camera1.mov
5930,MORNING,B-xd,B-L,B-xd,B-L,ASL_2007_05_24_scene20-camera1.mov
5931,MOSQUE,bent-M,B,bent-M,B,ASL_2008_02_15_scene7-camera1.mov
5932,MOSQUE,bent-M,B,bent-M,B,ASL_2008_02_15_scene12-camera1.mov
5933,MOSQUITO,25,,B-L,,ASL_2008_02_15_scene10-camera1.mov
5934,MOSQUITO,F,,B-L,,ASL_2008_05_12a_scene23-camera1.mov
5935,MOSQUITO,8,,B-L,,ASL_2008_06_10_scene19-camera1.mov
5936,MOSQUITO,F,,B-L,,ASL_2008_08_04_scene24-camera1.mov
207908,MOSQUITO,F,,B-L,,ASL_2011_06_08_Brady_scene18-camera1.mov
207909,MOSQUITO,F,,B-L,,ASL_2011_07_19_Brady_scene6-camera1.mov
5939,MOST,10,10,10,10,ASL_2008_02_15_scene10-camera1.mov
5940,MOST,10,10,10,10,ASL_2008_06_10_scene19-camera1.mov
5941,MOST,10,10,10,10,ASL_2011_07_19_Brady_scene6-camera1.mov
5942,MOST,10,10,10,10,ASL_2006_10_10_scene18-camera1.mov
5943,MOST,10,10,10,10,ASL_2007_05_24_scene20-camera1.mov
5944,MOTHER,5,,5,,ASL_2008_02_15_scene10-camera1.mov
5945,MOTHER,5,,5,,ASL_2007_05_24_scene21-camera1.mov
5946,MOTHER,5,,5,,ASL_2011_07_19_Brady_scene6-camera1.mov
5947,MOTHER,5,,5,,ASL_2008_06_10_scene19-camera1.mov
5948,MOTHER,5,,5,,ASL_2006_10_10_scene19-camera1.mov
40493,MOTHER+FATHER,5,,5,,ASL_2008_02_15_scene31-camera1.mov
40494,MOTHER+FATHER,5,,5,,ASL_2011_07_19_Brady_scene26-camera1.mov
40495,MOTHER+FATHER,5,,5,,ASL_2006_10_10_scene20-camera1.mov
40496,MOTHER+FATHER,5,,5,,ASL_2007_05_24_scene22-camera1.mov
40497,MOTHER+LAW,5,,L,B-L,ASL_2008_02_15_scene10-camera1.mov
40500,MOTHERwg+LAW,5,,L,B-L,ASL_2008_06_10_scene19-camera1.mov
5949,MOTIVATE,B-L,B-L,B-L,B-L,ASL_2008_08_06_scene26-camera1.mov
5950,MOTIVATE,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene27-camera1.mov
40503,MOTIVATE+AGENT,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene3-camera1.mov
40504,MOTIVATE+AGENT,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene56-camera1.mov
5951,MOTOR,5,5,5,5,ASL_2008_06_10_scene19-camera1.mov
5952,MOTORCYCLE,S,S,S,S,ASL_2008_02_15_scene11-camera1.mov
5953,MOTORCYCLE,S,S,S,S,ASL_2008_06_10_scene20-camera1.mov
580,MOUNTAIN,A,B,5,B,ASL_2008_02_15_scene11-camera1.mov
5954,MOUNTAIN,A,A,5,5,ASL_2008_06_10_scene20-camera1.mov
5955,MOUSE/FICTION,1,,1,,ASL_2008_02_15_scene11-camera1.mov
5956,MOUSE/FICTION,1,,1,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene23-camera1.mov
