video_id,main_gloss,og_gloss,dominant_start_handshape,non_dominant_start_handshape,dominant_end_handshape,non_dominant_end_handshape,video_file,handedness,variant_1,variant_2,compounded_word,notes
5224,KNEEL,KNEEL,V,B-L,crvd-V,B-L,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,,
5225,KNEEL,KNEEL,crvd-V,B-L,crvd-V,B-L,ASL_2008_02_01_scene42-camera1.mov,1,,,,
5226,KNEEL,KNEEL,crvd-V,B-L,crvd-V,B-L,ASL_2008_08_13_scene35-camera1.mov,1,,,,
5227,KNEEL,KNEEL,crvd-V,B-L,crvd-V,B-L,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,,
688,KNIFE,KNIFE,U,U,U,U,ASL_2008_02_01_scene42-camera1.mov,1,,,,
689,KNIFE,KNIFE,U,U,U,U,ASL_2008_08_13_scene35-camera1.mov,1,,,,
690,KNIFE,KNIFE,U,U,U,U,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,,
691,KNIFE,KNIFE,U,U,U,U,ASL_2008_05_29b_scene15-camera1.mov,1,,,,
5228,KNIFE,KNIFE,1,1,1,1,ASL_2008_02_01_scene42-camera1.mov,1,,,,
5229,KNIFE,KNIFE,1,1,1,1,ASL_2008_08_13_scene35-camera1.mov,1,,,,
5230,KNIFE,KNIFE,1,1,1,1,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,,
5231,KNIFE,KNIFE,1,1,1,1,ASL_2007_05_24_scene18-camera1.mov,1,,,,
5232,KNOCK,KNOCK,A,B-L,A,B-L,ASL_2008_02_01_scene42-camera1.mov,1,,,,
5233,KNOCK,KNOCK,A,B-L,A,B-L,ASL_2008_08_13_scene35-camera1.mov,1,,,,
5234,KNOCK,KNOCK,A,B-L,A,B-L,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,,
5235,KNOCK,KNOCK,A,B,A,B,ASL_2008_05_29b_scene15-camera1.mov,1,,,,
5236,KNOW,KNOW,bent-B-L,,bent-B-L,,ASL_2008_02_01_scene42-camera1.mov,1,,,,
5237,KNOW,KNOW,bent-B-L,,bent-B-L,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene27-camera1.mov,1,,,,
5238,KNOW,KNOW,bent-B,,bent-B,,ASL_2006_01_20_scene22-camera1.mov,1,,,,
5239,KNOW,KNOW,bent-B-L,,bent-B-L,,ASL_2008_05_29b_scene15-camera1.mov,1,,,,
5240,KNOW,KNOW,bent-B-L,,bent-B-L,,ASL_2008_08_13_scene35-camera1.mov,1,,,,
5241,KNOW,KNOW,bent-B-L,,bent-B-L,,ASL_2011_06_14_Brady_scene16-camera1.mov,1,,,,
5242,KNOW,KNOW,bent-B-L,,bent-B-L,,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,,
603,KNOW NOTHING,KNOW-NOTHING,O,,O,,ASL_2006_10_10_scene16-camera1.mov,1,,,,
5243,KNOW NOTHING,KNOW-NOTHING,F,,F,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene31-camera1.mov,1,,,,
5244,KNOW NOTHING,KNOW-NOTHING,F,,F,,ASL_2007_05_24_scene19-camera1.mov,1,,,,
5245,KNOW THAT,KNOW-THAT,B-L,,B-L,,ASL_2008_02_01_scene42-camera1.mov,1,,,,
5246,KNOW THAT,KNOW-THAT,B-L,,bent-B-L,,ASL_2008_08_13_scene35-camera1.mov,1,,,,
5247,KNOW THAT,KNOW-THAT,B-L,,bent-B-L,,ASL_2006_10_10_scene15-camera1.mov,1,,,,
40305,DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,ASL_2008_01_18_scene22-camera1.mov,1,,,KNOW+NEG,
40306,DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,ASL_2008_05_29a_scene2-camera1.mov,1,,,KNOW+NEG,
40307,DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,ASL_2008_08_06_scene22-camera1.mov,1,,,KNOW+NEG,
40308,DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,ASL_2011_06_08_Brady_scene38-camera1.mov,1,,,KNOW+NEG,
40309,DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,ASL_2006_10_10_scene7-camera1.mov,1,,,KNOW+NEG,
40310,DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,ASL_2007_05_24_scene11-camera1.mov,1,,,KNOW+NEG,
40311,DON'T KNOW,KNOW+(1h)NEG,B-L,,B-L,,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,KNOW+NEG,
40312,KNOW THAT,KNOW+THAT,bent-B-L,,Y,,ASL_2008_05_29b_scene15-camera1.mov,1,,,KNOW+THAT,
40313,KNOW THAT,KNOW+THAT,B-L,,Y,,ASL_2007_05_24_scene18-camera1.mov,1,,,KNOW+THAT,
5248,L,L,L,,L,,ASL_2008_02_01_scene42-camera1.mov,1,,,,alphabet
5249,L,L,L,,L,,ASL_2008_05_29b_scene15-camera1.mov,1,,,,alphabet
5250,L,L,L,,L,,ASL_2008_08_13_scene35-camera1.mov,1,,,,alphabet
5251,L,L,L,,L,,ASL_2011_06_14_Brady_scene45-camera1.mov,1,,,,alphabet
5252,LABEL,LABEL,U-L,B-L,U-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene31-camera1.mov,1,,,,
5253,LABEL,LABEL,U,B-L,U,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
5254,LACROSSE,LACROSSE,A,A,A,A,ASL_2010_08_10_Liz_additional_lexicon_signs_scene31-camera1.mov,1,,,,
5255,LACROSSE,LACROSSE,S,S,S,S,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
5256,LADDER,LADDER,crvd-5,crvd-5,S,S,ASL_2008_02_29_scene17-camera1.mov,1,,,,
5257,LADDER,LADDER,crvd-5,crvd-5,S,S,ASL_2008_08_13_scene35-camera1.mov,1,,,,
5258,LADDER,LADDER,5,5,S,S,ASL_2008_05_29b_scene15-camera1.mov,1,,,,
5259,LADDER,LADDER,5,5,A,A,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
5260,LAID UP,LAID-UP,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_02_01_scene43-camera1.mov,1,,,,incapacitated or bedridden; context-dependent
5261,LAID UP,LAID-UP,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_08_13_scene36-camera1.mov,1,,,,incapacitated or bedridden; context-dependent
5262,LAID UP,LAID-UP,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,incapacitated or bedridden; context-dependent
5263,LANGUAGE,LANGUAGE,L,L,L,L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,1,,,,
5264,LANGUAGE,LANGUAGE,L,L,L,L,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
5265,LANGUAGE,LANGUAGE,L,L,L,L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,1,,,,
5266,LANGUAGE,LANGUAGE,L,L,L,L,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
738,LANTERN,LANTERN,Y,crvd-5,Y,crvd-5,ASL_2008_02_01_scene43-camera1.mov,1,,,,
739,LANTERN,LANTERN,Y,B-L,Y,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
5267,LANTERN,LANTERN,S,crvd-5,S,crvd-5,ASL_2008_05_29b_scene16-camera1.mov,1,,,,
5268,LAP,LAP,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene43-camera1.mov,1,,,,
5269,LAP,LAP,5,5,5,5,ASL_2008_05_29b_scene16-camera1.mov,1,,,,
5270,LAP,LAP,5,5,5,5,ASL_2008_08_13_scene36-camera1.mov,1,,,,
5271,LAP,LAP,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
207833,LAPTOP,LAPTOP,B-L,B-L,B-L,B-L,ASL_2008_05_29b_scene16-camera1.mov,1,,,,
5273,LAPTOP,LAPTOP,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene43-camera1.mov,1,,,,
5274,LAPTOP,LAPTOP,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene36-camera1.mov,1,,,,
5275,LAPTOP,LAPTOP,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
5276,LAST,LAST,I,I,I,I,ASL_2008_02_01_scene44-camera1.mov,1,,,,
5277,LAST,LAST,I,I,I,I,ASL_2008_05_29b_scene17-camera1.mov,1,,,,
5278,LAST,LAST,I,I,I,I,ASL_2008_08_13_scene37-camera1.mov,1,,,,
5279,LAST,LAST,I,I,I,I,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
5280,LAST WEEK,LAST-WEEK,1,B-L,1,B-L,ASL_2008_02_01_scene44-camera1.mov,1,,,,
5281,LAST WEEK,LAST-WEEK,1,B-L,1,B-L,ASL_2008_05_29b_scene17-camera1.mov,1,,,,
5282,LAST WEEK,LAST-WEEK,1,B-L,1,B-L,ASL_2008_08_13_scene37-camera1.mov,1,,,,
5283,LAST WEEK,LAST-WEEK,1,B-L,1,B-L,ASL_2011_06_14_Brady_scene46-camera1.mov,1,,,,
224,LAST YEAR,LAST-YEAR,cocked-S,,1,,ASL_2008_02_01_scene44-camera1.mov,1,,,,
225,LAST YEAR,LAST-YEAR,1,,1,,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5284,LAST YEAR,LAST-YEAR,L,S,alt-G_bent-L,S,ASL_2008_08_13_scene37-camera1.mov,1,,,,
5285,LATCH,LATCH,5,S,S,S,ASL_2008_06_10_scene3-camera1.mov,1,,,,
5286,LATCH,LATCH,5,S,S,S,ASL_2011_06_14_Brady_scene50-camera1.mov,1,,,,
5287,LATE,LATE,B-L,,bent-B-L,,ASL_2008_05_29b_scene17-camera1.mov,1,,,,
5288,LATE,LATE,B-L,,B-L,,ASL_2006_10_10_scene16-camera1.mov,1,,,,
207967,LATER,LATER,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5290,LATER,LATER,L,B-L,alt-G_bent-L,B-L,ASL_2008_05_29b_scene17-camera1.mov,1,,,,
5291,LATER,LATER_2,L,,L,,ASL_2008_02_01_scene44-camera1.mov,1,,,,
5292,LATER,LATER_2,L,,L,,ASL_2008_08_13_scene37-camera1.mov,1,,,,
5293,LATER,LATER_2,L,,L,,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
226,LAUGH,LAUGH,L,,alt-G_bent-L,,ASL_2008_05_12a_scene46-camera1.mov,1,,,,
5294,LAUGH,LAUGH,L,L,L,L,ASL_2008_02_01_scene44-camera1.mov,1,,,,
5295,LAUGH,LAUGH,L,L,L,L,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5296,LAUGH,LAUGH,L,L,10,10,ASL_2008_05_29b_scene17-camera1.mov,1,,,,
5297,LAUGH,LAUGH,L,L,10,10,ASL_2008_08_13_scene37-camera1.mov,1,,,,
5298,LAW,LAW,L,B-L,L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,1,,,,
5299,LAW,LAW,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5300,LAW,LAW,L,B-L,L,B-L,ASL_2006_10_10_scene15-camera1.mov,1,,,,
5301,LAW,LAW,L,B-L,L,B-L,ASL_2007_05_24_scene18-camera1.mov,1,,,,
5302,LAW,LAW,L,B-L,L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,1,,,,
5303,LAW,LAW,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
40332,LAWYER,LAW+AGENT,L,B-L,B-L,B-L,ASL_2008_02_01_scene44-camera1.mov,1,,,LAW+AGENT,
40333,LAWYER,LAW+AGENT,L,B-L,B-L,B-L,ASL_2008_05_29b_scene17-camera1.mov,1,,,LAW+AGENT,
40334,LAWYER,LAW+AGENT,L,B-L,B-L,B-L,ASL_2008_08_13_scene37-camera1.mov,1,,,LAW+AGENT,
40335,LAWYER,LAW+AGENT,L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,LAW+AGENT,
207834,LAZY,LAZY,L,,L,,ASL_2008_08_13_scene37-camera1.mov,1,,,,
5305,LAZY,LAZY,L,,L,,ASL_2008_02_01_scene44-camera1.mov,1,,,,
5306,LAZY,LAZY,L,,L,,ASL_2006_10_10_scene16-camera1.mov,1,,,,
5307,LAZY,LAZY,L,,L,,ASL_2007_05_24_scene19-camera1.mov,1,,,,
5308,LAZY,LAZY,L,,L,,ASL_2008_05_29b_scene17-camera1.mov,1,,,,
5309,LAZY,LAZY,L,,L,,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
207986,BIBLE,"LCL:B-L\receive from heaven\""+BOOK""",B-L,B-L,crvd-B,crvd-B,ASL_2010_08_10_Liz_additional_lexicon_signs_scene9-camera1.mov,1,,,,
227,TURNING AROUND ON A PATH,"LCL\path-turn-around\""""",1,,1,,ASL_2008_03_28_scene24-camera1.mov,1,,,,
5310,TURNING AROUND ON A PATH,"LCL\path-turn-around\""""",1,1,1,1,ASL_2008_03_28_scene24-camera1.mov,1,,,,
5311,TURNING AROUND ON A PATH,"LCL\path-turn-around\""""",bent-1,bent-1,bent-1,bent-1,ASL_2008_03_28_scene25-camera1.mov,1,,,,
5312,TURNING AROUND ON A PATH,"LCL\path-turn-around\""""",bent-1,1,bent-1,1,ASL_2011_07_22_Brady_scene13-camera1.mov,1,,,,
5313,TURNING AROUND ON A PATH,"LCL\path-turn-around\""""",bent-1,1,bent-1,1,ASL_2011_07_22_Brady_scene13-camera1.mov,1,,,,
5314,TURNING AROUND ON A PATH,"LCL\path-turn-around\""""",1,1,1,1,ASL_2011_07_22_Brady_scene56-camera1.mov,1,,,,
422,LEAD,LEAD,8,B-L,8,B-L,ASL_2008_05_29a_scene43-camera1.mov,1,,,,
5315,LEAD,LEAD,tight-C,B-L,tight-C,B-L,ASL_2008_02_01_scene13-camera1.mov,1,,,,
5316,LEAD,LEAD,10,B-L,10,B-L,ASL_2008_08_13_scene11-camera1.mov,1,,,,
5317,LEAD,LEAD,tight-C,B-L,tight-C,B-L,ASL_2011_06_14_Brady_scene29-camera1.mov,1,,,,
40338,LEADER,LEAD+AGENT,10,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene31-camera1.mov,1,,,LEAD+AGENT,
40339,LEADER,LEAD+AGENT,10,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,LEAD+AGENT,
5318,LEAF,LEAF,5,1,5,1,ASL_2008_02_01_scene45-camera1.mov,1,,,,
5319,LEAF,LEAF,5,D,5,D,ASL_2008_08_13_scene37-camera1.mov,1,,,,
5320,LEAF,LEAF,5,1,5,1,ASL_2008_05_29b_scene17-camera1.mov,1,,,,
5321,LEAF,LEAF,5,1,5,1,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5322,LEAK,LEAK,4,1,4,1,ASL_2008_02_29_scene20-camera1.mov,1,,,,
5323,LEARN,LEARN,5,B-L,flat-O,B-L,ASL_2008_02_01_scene45-camera1.mov,1,,,,
5324,LEARN,LEARN,5,B-L,flat-O,B-L,ASL_2008_05_29b_scene18-camera1.mov,1,,,,
5325,LEARN,LEARN,5,5,flat-O,5,ASL_2008_08_13_session2_scene1-camera1.mov,1,,,,
5326,LEARN,LEARN,5,B-L,flat-O,B-L,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5327,LEARN,LEARN,5,B-L,flat-O,B-L,ASL_2006_10_10_scene15-camera1.mov,1,,,,
5328,LEARN,LEARN,crvd-5,B-L,flat-O,B-L,ASL_2007_05_24_scene18-camera1.mov,1,,,,
5331,LEAVE,LEAVE,B-L,B-L,A,A,ASL_2008_02_01_scene45-camera1.mov,1,,,,
5332,LEAVE,LEAVE,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2008_05_29b_scene18-camera1.mov,1,,,,
5333,LEAVE,LEAVE,5,5,A,A,ASL_2008_08_13_session2_scene1-camera1.mov,1,,,,
5334,LEAVE,LEAVE,5,5,A,A,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5335,LEAVE THERE,LEAVE-THERE,5,5,5,5,ASL_2008_02_01_scene45-camera1.mov,1,,,,
5336,LEAVE THERE,LEAVE-THERE,5,5,5,5,ASL_2008_05_29b_scene18-camera1.mov,1,,,,
5337,LEAVE THERE,LEAVE-THERE,5,5,5,5,ASL_2008_08_13_session2_scene1-camera1.mov,1,,,,
5338,LEAVE THERE,LEAVE-THERE,5,5,5,5,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5339,LEAVE THERE,LEAVE-THERE,5,5,5,5,ASL_2006_10_10_scene16-camera1.mov,1,,,,
5340,LEAVE THERE,LEAVE-THERE,5,5,5,5,ASL_2007_05_24_scene19-camera1.mov,1,,,,
5341,LECTURE,LECTURE,B-L,,B-L,,ASL_2008_02_01_scene45-camera1.mov,1,,,,
5342,LECTURE,LECTURE,B-L,,B-L,,ASL_2008_05_29b_scene18-camera1.mov,1,,,,
5343,LECTURE,LECTURE,B-L,,B-L,,ASL_2008_08_13_session2_scene1-camera1.mov,1,,,,
5344,LECTURE,LECTURE,B-L,,B-L,,ASL_2011_06_08_Brady_scene16-camera1.mov,1,,,,
5345,LECTURE,LECTURE,B-L,,B-L,,ASL_2007_05_24_scene19-camera1.mov,1,,,,
5346,LECTURE,LECTURE,B-L,,B-L,,ASL_2011_06_14_Brady_scene47-camera1.mov,1,,,,
5347,LEFT,LEFT,L,,L,,ASL_2008_02_01_scene45-camera1.mov,1,,,,
5348,LEFT,LEFT,L,,L,,ASL_2008_05_29b_scene18-camera1.mov,1,,,,
5349,LEFT,LEFT,L,,L,,ASL_2008_08_13_session2_scene1-camera1.mov,1,,,,
5350,LEFT,LEFT,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5351,LEFT,LEFT,L,,L,,ASL_2006_10_10_scene16-camera1.mov,1,,,,
5352,LEFT,LEFT,L,,L,,ASL_2007_05_24_scene19-camera1.mov,1,,,,
5353,LEFT ARM,LEFT-ARM,crvd-B,,crvd-B,,ASL_2008_02_01_scene45-camera1.mov,1,,,,
5354,LEFT ARM,LEFT-ARM,crvd-B,,crvd-B,,ASL_2008_08_13_session2_scene1-camera1.mov,1,,,,
5355,LEFT ARM,LEFT-ARM,crvd-B,,crvd-B,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5356,LEFT ARM,LEFT-ARM,B-L,,B-L,,ASL_2011_07_19_Brady_scene60-camera1.mov,1,,,,
7323,LEFT ARM,LEFT-ARM,crvd-flat-B,,crvd-flat-B,,ASL_2008_02_29_scene15-camera1.mov,1,,,,
5357,LEG,LEG,1,,1,,ASL_2008_02_01_scene46-camera1.mov,1,,,,
5359,LEG,LEG,bent-1,,bent-1,,ASL_2008_08_13_session2_scene1-camera1.mov,1,,,,
207835,LEG,LEG,1,,1,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5360,LEG,LEG,1,,1,,ASL_2008_05_29b_scene18-camera1.mov,1,,,,
5363,LEGISLATURE,LEGISLATURE,L,,L,,ASL_2008_02_01_scene46-camera1.mov,1,,,,
5364,LEGISLATURE,LEGISLATURE,L,,L,,ASL_2008_08_13_session2_scene2-camera1.mov,1,,,,
5365,LEGISLATURE,LEGISLATURE,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5366,LEMON,LEMON,L,,alt-G_bent-L,,ASL_2008_02_01_scene46-camera1.mov,1,,,,
5367,LEMON,LEMON,L,,alt-G_bent-L,,ASL_2008_05_29b_scene19-camera1.mov,1,,,,
5368,LEMON,LEMON,L,,L,,ASL_2008_08_13_session2_scene2-camera1.mov,1,,,,
5369,LEMON,LEMON,L,,G,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5376,LESBIAN,LESBIAN,L,,L,,ASL_2008_02_01_scene46-camera1.mov,1,,,,
5377,LESBIAN,LESBIAN,L,,L,,ASL_2008_05_29b_scene19-camera1.mov,1,,,,
5378,LESBIAN,LESBIAN,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5379,LESBIAN,LESBIAN,L,,L,,ASL_2008_08_13_session2_scene2-camera1.mov,1,,,,
5380,LESS,LESS,bent-B,B-L,bent-B,B-L,ASL_2008_02_01_scene47-camera1.mov,1,,,,
5381,LESS,LESS,bent-B,B-L,bent-B,B-L,ASL_2008_02_01_scene55-camera1.mov,1,,,,
5382,LESS,LESS,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_05_29b_scene19-camera1.mov,1,,,,
5383,LESS,LESS,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_06_10_scene6-camera1.mov,1,,,,
5384,LESS,LESS,bent-B,B-L,bent-B,B-L,ASL_2008_08_13_session2_scene2-camera1.mov,1,,,,
5385,LESS,LESS,bent-B,B-L,bent-B,B-L,ASL_2008_08_13_session2_scene9-camera1.mov,1,,,,
5386,LESS,LESS,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5387,LESS,LESS,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene52-camera1.mov,1,,,,
5388,LESS,LESS,bent-B,crvd-B,bent-B,crvd-B,ASL_2007_05_24_scene11-camera1.mov,1,,,,
5389,LESS THAN,LESS-THAN,bent-B,bent-B,bent-B,bent-B,ASL_2008_01_11_scene40-camera1.mov,1,,,,
5390,LESS THAN,LESS-THAN,bent-B-L,bent-B-L,B-L,bent-B-L,ASL_2008_05_12a_scene25-camera1.mov,1,,,,
5391,LESS THAN,LESS-THAN,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_04_scene26-camera1.mov,1,,,,
5392,LESS THAN,LESS-THAN,bent-B-L,bent-B-L,B-L,bent-B-L,ASL_2008_08_04_scene26-camera1.mov,1,,,,
5393,LESS THAN,LESS-THAN,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene19-camera1.mov,1,,,,
5394,LETTER/MAIL,LETTER/MAIL,10,B-L,10,B-L,ASL_2008_02_01_scene47-camera1.mov,1,LETTER,MAIL,,
5395,LETTER/MAIL,LETTER/MAIL,10,B-L,10,B-L,ASL_2008_05_29b_scene19-camera1.mov,1,LETTER,MAIL,,
5396,LETTER/MAIL,LETTER/MAIL,10,B-L,10,B-L,ASL_2008_08_13_session2_scene2-camera1.mov,1,LETTER,MAIL,,
5397,LETTER/MAIL,LETTER/MAIL,10,B-L,10,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,1,LETTER,MAIL,,
5398,LETTER/MAIL,LETTER/MAIL,10,B-L,10,B-L,ASL_2011_07_19_Brady_scene95-camera1.mov,1,LETTER,MAIL,,
5399,LETTER/MAIL,LETTER/MAIL,10,B-L,10,B-L,ASL_2006_10_10_scene16-camera1.mov,1,LETTER,MAIL,,
5400,LETTER/MAIL,LETTER/MAIL,10,B-L,10,B-L,ASL_2007_05_24_scene19-camera1.mov,1,LETTER,MAIL,,
5401,LETTER/MAIL,LETTER/MAIL,10,10,10,10,ASL_2008_02_29_scene43-camera1.mov,1,LETTER,MAIL,,
5402,LETTER/MAIL,LETTER/MAIL,10,10,10,10,ASL_2011_07_19_Brady_scene95-camera1.mov,1,LETTER,MAIL,,
5403,LIBRARY,LIBRARY,L,,L,,ASL_2008_02_01_scene48-camera1.mov,1,,,,
5404,LIBRARY,LIBRARY,L,,L,,ASL_2008_05_29b_scene20-camera1.mov,1,,,,
5405,LIBRARY,LIBRARY,L,,L,,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,,
5406,LIBRARY,LIBRARY,L,,L,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5407,LIBRARY,LIBRARY,L,,L,,ASL_2006_09_26_scene61-camera1.mov,1,,,,
40353,LIBRARIAN,LIBRARY+AGENT,L,,B-L,B-L,ASL_2008_02_01_scene48-camera1.mov,1,,,LIBRARY+AGENT,
40354,LIBRARIAN,LIBRARY+AGENT,L,,B-L,B-L,ASL_2008_05_29b_scene20-camera1.mov,1,,,LIBRARY+AGENT,
40355,LIBRARIAN,LIBRARY+AGENT,L,,B-L,B-L,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,LIBRARY+AGENT,
40356,LIBRARIAN,LIBRARY+AGENT,L,,B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,LIBRARY+AGENT,
207836,LICENSE,LICENSE,L,L,L,L,ASL_2008_05_29b_scene20-camera1.mov,1,,,,
5409,LICENSE,LICENSE,L,L,L,L,ASL_2008_02_01_scene48-camera1.mov,1,,,,
5410,LICENSE,LICENSE,L,L,L,L,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,,
5411,LICENSE,LICENSE,L,L,L,L,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5412,LICK,LICK,bent-U,B-L,U,B-L,ASL_2008_05_29b_scene20-camera1.mov,1,,,,
5413,LICK,LICK,bent-U-L,B-L,U,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5414,LICK,LICK,bent-U-L,B-L,bent-U-L,B-L,ASL_2008_02_01_scene48-camera1.mov,1,,,,
5415,LICK,LICK,U,B-L,U,B-L,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,,
5416,LID,LID,crvd-5,S,crvd-5,S,ASL_2008_02_01_scene48-camera1.mov,1,,,,
5417,LID,LID,crvd-5,S,crvd-5,S,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,,
7494,LID,LID,crvd-5,C,crvd-5,C,ASL_2008_05_29b_scene20-camera1.mov,1,,,,
5418,LIE,LIE,bent-B-xd,,bent-B-xd,,ASL_2008_02_01_scene48-camera1.mov,1,,,,
5419,LIE,LIE,bent-B-xd,,bent-B-xd,,ASL_2008_02_01_scene49-camera1.mov,1,,,,
5420,LIE,LIE,bent-B-xd,,bent-B-xd,,ASL_2008_05_29b_scene20-camera1.mov,1,,,,
5421,LIE,LIE,bent-B-xd,,bent-B-xd,,ASL_2008_05_29b_scene20-camera1.mov,1,,,,
5422,LIE,LIE,bent-B-xd,,bent-B-xd,,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,,
5423,LIE,LIE,bent-B-xd,,bent-B-xd,,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,,
5424,LIE,LIE,bent-B-L,,bent-B-L,,ASL_2011_06_14_Brady_scene48-camera1.mov,1,,,,
5428,LIE,LIE,B-xd,,B-xd,,ASL_2006_09_26_scene61-camera1.mov,1,,,,
5425,LIE DOWN,LIE-DOWN,V,B-L,V,B-L,ASL_2008_02_01_scene48-camera1.mov,1,,,,
5426,LIE DOWN,LIE-DOWN,V,B-L,V,B-L,ASL_2008_05_29b_scene20-camera1.mov,1,,,,
5427,LIE DOWN,LIE-DOWN,V,B-L,V,B-L,ASL_2008_08_13_session2_scene3-camera1.mov,1,,,,
5429,LIFT,LIFT,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_02_01_scene49-camera1.mov,1,,,,
5430,LIFT,LIFT,B-L,B-L,B-L,B-L,ASL_2008_06_10_scene1-camera1.mov,1,,,,
5431,LIFT,LIFT,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_13_session2_scene4-camera1.mov,1,,,,
5432,LIGHT,LIGHT,cocked-8,,open-8,,ASL_2008_02_01_scene49-camera1.mov,1,,,,
5433,LIGHT,LIGHT,cocked-8,,5,,ASL_2008_06_10_scene1-camera1.mov,1,,,,
